256.0,18.135763
257.0,1.1310079
258.0,0.44891593
259.0,0.23387714
260.0,0.11074092
261.0,0.036764722
262.0,-0.010043636
263.0,-0.047397774
264.0,-0.054076847
265.0,-0.075877726
266.0,-0.04877132
267.0,-0.017999848
268.0,0.017610142
269.0,0.07838682
270.0,0.10384506
271.0,0.16740908
272.0,0.20948513
273.0,0.25944102
274.0,0.30310187
275.0,0.35943067
276.0,0.35592046
277.0,0.38693583
278.0,0.38205293
279.0,0.3894507
280.0,0.38915348
281.0,0.38244388
282.0,0.38759196
283.0,0.3564944
284.0,0.35222486
285.0,0.35091445
286.0,0.35916615
287.0,0.36057028
288.0,0.36403474
289.0,0.36598042
290.0,0.37471423
291.0,0.3691142
292.0,0.36529294
293.0,0.3573008
294.0,0.34672654
295.0,0.34157225
296.0,0.33553633
297.0,0.33209214
298.0,0.32617414
299.0,0.3180468
300.0,0.3125671
301.0,0.30329317
302.0,0.29818264
303.0,0.30035532
304.0,0.30779287
305.0,0.31059092
306.0,0.30692497
307.0,0.30986264
308.0,0.3055798
309.0,0.30096206
310.0,0.2958749
311.0,0.28105104
312.0,0.27105424
313.0,0.26271853
314.0,0.2541402
315.0,0.23598766
316.0,0.22217147
317.0,0.20501246
318.0,0.19195892
319.0,0.17909211
320.0,0.16704835
321.0,0.15736935
322.0,0.13968821
323.0,0.13396178
324.0,0.120478414
325.0,0.10945734
326.0,0.09790886
327.0,0.0903118
328.0,0.07986461
329.0,0.073706456
330.0,0.068682514
331.0,0.06389046
332.0,0.054222886
333.0,0.049501956
334.0,0.048142213
335.0,0.044587854
336.0,0.0419914
337.0,0.039916176
338.0,0.0377086
339.0,0.036084455
340.0,0.03422186
341.0,0.03335649
342.0,0.032532066
343.0,0.0328142
344.0,0.032948557
345.0,0.033426154
346.0,0.03425524
347.0,0.03549239
348.0,0.036471818
349.0,0.037286803
350.0,0.040558722
351.0,0.04340506
352.0,0.04477557
353.0,0.046147514
354.0,0.047469188
355.0,0.048849702
356.0,0.050174713
357.0,0.052089725
358.0,0.054102045
359.0,0.056615006
360.0,0.058223125
361.0,0.060045812
362.0,0.061694875
363.0,0.06297359
364.0,0.06436369
365.0,0.065758385
366.0,0.06706089
367.0,0.068734206
368.0,0.06971717
369.0,0.071143344
370.0,0.07160582
371.0,0.07207803
372.0,0.072312094
373.0,0.07301001
374.0,0.07313191
375.0,0.07269437
376.0,0.07220649
377.0,0.071784444
378.0,0.07177173
379.0,0.0721842
380.0,0.07208022
381.0,0.07091569
382.0,0.06951696
383.0,0.06850112
384.0,0.06697728
385.0,0.06633889
386.0,0.06547436
387.0,0.064761646
388.0,0.06348079
389.0,0.061947767
390.0,0.060706824
391.0,0.059493717
392.0,0.058665812
393.0,0.057452112
394.0,0.055953607
395.0,0.05417243
396.0,0.05242044
397.0,0.049902122
398.0,0.047584638
399.0,0.045479756
400.0,0.04306376
401.0,0.04072685
402.0,0.03920655
403.0,0.037334252
404.0,0.03570764
405.0,0.033862244
406.0,0.031579312
407.0,0.02912757
408.0,0.026829982
409.0,0.024646943
410.0,0.022859233
411.0,0.021787891
412.0,0.020498356
413.0,0.018557968
414.0,0.016334983
415.0,0.013730082
416.0,0.011713182
417.0,0.0096856775
418.0,0.0073986133
419.0,0.0057732756
420.0,0.0046723345
421.0,0.0030873425
422.0,0.0014756863
423.0,-1.2956606E-4
424.0,-0.002056553
425.0,-0.0040726443
426.0,-0.0058172136
427.0,-0.0072076092
428.0,-0.00874157
429.0,-0.010139055
430.0,-0.0113783
431.0,-0.012708359
432.0,-0.014236067
433.0,-0.015876694
434.0,-0.017218469
435.0,-0.018527998
436.0,-0.019595442
437.0,-0.020683585
438.0,-0.02194336
439.0,-0.02312877
440.0,-0.024504902
441.0,-0.025997981
442.0,-0.02716806
443.0,-0.028204506
444.0,-0.028847553
445.0,-0.02960412
446.0,-0.030424466
447.0,-0.031290155
448.0,-0.031625386
449.0,-0.032356225
450.0,-0.03324789
451.0,-0.033713754
452.0,-0.034442905
453.0,-0.034759965
454.0,-0.03527051
455.0,-0.035675433
456.0,-0.036151454
457.0,-0.036479868
458.0,-0.03709879
459.0,-0.037344802
460.0,-0.037727598
461.0,-0.038001273
462.0,-0.03831921
463.0,-0.038378336
464.0,-0.03842137
465.0,-0.038480926
466.0,-0.038722627
467.0,-0.038832173
468.0,-0.03875873
469.0,-0.03891022
470.0,-0.039273344
471.0,-0.03920286
472.0,-0.03883751
473.0,-0.038765464
474.0,-0.03875618
475.0,-0.038615827
476.0,-0.038394812
477.0,-0.038346138
478.0,-0.038345143
479.0,-0.037799027
480.0,-0.037698504
481.0,-0.037845995
482.0,-0.038109098
483.0,-0.03781321
484.0,-0.03696569
485.0,-0.037038703
486.0,-0.037128087
487.0,-0.037392672
488.0,-0.03722912
489.0,-0.037297286
490.0,-0.03751424
491.0,-0.037321027
492.0,-0.037210744
493.0,-0.03734143
494.0,-0.03710592
495.0,-0.037363663
496.0,-0.037511766
497.0,-0.03734321
498.0,-0.03722514
499.0,-0.037576765
500.0,-0.03801753
501.0,-0.038380828
502.0,-0.03845636
503.0,-0.03887951
504.0,-0.039596956
505.0,-0.039513793
506.0,-0.03988807
507.0,-0.04044395
508.0,-0.04038393
509.0,-0.04061128
510.0,-0.040930707
511.0,-0.04118773
