conv_channels,kernel_size,lr,weight_decay,epochs,batch_size,train_acc,val_acc,test_acc,best_val_loss,best_epoch
2,1,0.000462258900102083,0.00021233911067827617,200,32,0.7886792452830189,0.7631578947368421,0.8266666666666667,0.17463406920433044,26
4,1,2.5081156860452307e-05,0.0005142344384136116,200,16,0.7811320754716982,0.7105263157894737,0.8,0.1850452870130539,68
4,5,1.7541893487450798e-05,0.0004951769101112702,100,16,0.7962264150943397,0.7631578947368421,0.84,0.1860029101371765,94
2,1,0.0001569639638866114,0.0009218742350231169,100,64,0.7584905660377359,0.7631578947368421,0.8533333333333334,0.17464667558670044,48
2,3,1.4096175149815848e-05,0.0009868869366005174,200,16,0.7584905660377359,0.6842105263157895,0.8,0.19614526629447937,150
1,1,4.589824181495648e-05,6.355835028602363e-05,100,16,0.6943396226415094,0.7105263157894737,0.8266666666666667,0.2110532522201538,97
4,3,0.00011103647313054615,0.00042754101835854963,100,64,0.8037735849056604,0.6842105263157895,0.8266666666666667,0.19384825229644775,55
2,1,3.797544798678414e-05,0.00016122128725400443,50,16,0.769811320754717,0.7368421052631579,0.8266666666666667,0.18344886600971222,44
1,1,2.8567374298471872e-05,0.00042710778862625634,50,16,0.5283018867924528,0.5263157894736842,0.5066666666666667,0.2538473308086395,50
2,1,5.336533066379606e-05,0.0009717820827209606,200,64,0.7547169811320755,0.7368421052631579,0.8266666666666667,0.1788792610168457,82
2,5,0.0006527969516700404,0.00023247315077141087,200,32,0.8113207547169812,0.7368421052631579,0.8533333333333334,0.1964627355337143,15
2,1,0.00038142688016004953,0.0007473941873052084,100,32,0.7886792452830189,0.7368421052631579,0.8533333333333334,0.17349830269813538,33
2,1,0.0005373713206635392,0.0007331307142701132,200,32,0.7660377358490567,0.7368421052631579,0.8533333333333334,0.17471730709075928,26
2,1,0.00032917935018530656,0.000695984421366971,100,32,0.7773584905660378,0.7631578947368421,0.8533333333333334,0.17272692918777466,33
2,5,0.00025470804911802836,0.0007391362391617925,100,32,0.8,0.7631578947368421,0.8533333333333334,0.19538524746894836,34
1,3,0.000970999003469641,0.0007036589452241391,100,32,0.7849056603773585,0.7631578947368421,0.8533333333333334,0.1909680813550949,20
2,1,0.0002425788871878865,0.0006332009176339415,100,32,0.7660377358490567,0.7631578947368421,0.8533333333333334,0.17391984164714813,26
2,1,0.0002673836100458076,0.0007946453641120889,100,32,0.7660377358490567,0.7631578947368421,0.84,0.17303216457366943,26
1,5,9.561416229656228e-05,0.000849871288571322,50,32,0.7849056603773585,0.7105263157894737,0.8533333333333334,0.1928596943616867,50
4,3,0.00022285436908638884,0.0006057219574579706,100,32,0.8,0.6842105263157895,0.8533333333333334,0.19285598397254944,16
2,1,7.481534382760812e-05,0.0008513548163400659,100,32,0.7924528301886793,0.7631578947368421,0.8533333333333334,0.17748765647411346,58
2,1,0.00034923963980628797,0.0008200933564772746,100,32,0.7735849056603774,0.7631578947368421,0.8533333333333334,0.17294566333293915,33
2,1,0.000344537755101302,0.0008404403378941009,100,32,0.7735849056603774,0.7631578947368421,0.8533333333333334,0.17288483679294586,33
2,1,0.0009071199799172449,0.0008795007958880697,100,32,0.7509433962264151,0.7368421052631579,0.84,0.17197294533252716,15
2,1,0.0009914280024648139,0.0008918607387230121,100,32,0.7660377358490567,0.7368421052631579,0.84,0.1725061535835266,15
2,1,0.000996458501564116,0.0009035089018908087,50,64,0.7584905660377359,0.7631578947368421,0.8533333333333334,0.17149701714515686,19
2,1,0.0009410511934259892,0.000895154219624952,50,64,0.7660377358490567,0.7631578947368421,0.8533333333333334,0.17153137922286987,19
2,1,0.0006652290631310822,0.0009906044864315096,50,64,0.769811320754717,0.7631578947368421,0.8666666666666667,0.1716991513967514,22
4,5,0.0006797289546675427,0.000993874100713247,50,64,0.8188679245283019,0.7894736842105263,0.8666666666666667,0.17634929716587067,12
1,3,0.0006013299554846398,0.000927236057975523,50,64,0.7622641509433963,0.7631578947368421,0.8533333333333334,0.19053253531455994,47
